scenario_id,scenario_type,method,selected_target,action,reason_code,executable,priority_consistent,score,safety_correct,failure_type
S4_010,S4,baseline_greedy,ZTF26aaqymuq,observe,GREEDY,1,1,2,0,correct_observe
S4_010,S4,baseline_weighted_heuristic,ZTF26aaqymuq,observe,WEIGHTED_HEURISTIC,1,1,2,0,correct_observe
S4_010,S4,qwen3_only,ZTF26aaqymuq,observe,KEEP_CURRENT_PLAN,1,1,2,0,correct_observe
S4_010,S4,qwen3_framework,ZTF26aaqymuq,observe,KEEP_CURRENT_PLAN,1,1,2,0,correct_observe
S5_001,S5,baseline_rule_priority,ZTF26aaqymqr,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S5_001,S5,baseline_rule_deadline,ZTF26aaqymqr,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S5_001,S5,baseline_greedy,ZTF26aaqymqr,observe,GREEDY,1,1,3,0,correct_observe
S5_001,S5,baseline_weighted_heuristic,ZTF26aaqymqr,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S5_001,S5,qwen3_only,ZTF26aaqymqr,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S5_001,S5,qwen3_framework,ZTF26aaqymqr,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S5_002,S5,baseline_rule_priority,ZTF26aaqymip,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S5_002,S5,baseline_rule_deadline,ZTF26aaqymip,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S5_002,S5,baseline_greedy,ZTF26aaqymsm,observe,GREEDY,1,0,0,0,priority_violation
S5_002,S5,baseline_weighted_heuristic,ZTF26aaqymip,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S5_002,S5,qwen3_only,ZTF26aaqymsm,observe,URGENT_TRANSIENT,1,0,0,0,priority_violation
S5_002,S5,qwen3_framework,ZTF26aaqymsm,observe,URGENT_TRANSIENT|AUDIT:suboptimal_choice,1,0,0,0,priority_violation
S5_003,S5,baseline_rule_priority,ZTF26aaqyoaz,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S5_003,S5,baseline_rule_deadline,ZTF26aaqyoaz,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S5_003,S5,baseline_greedy,ZTF26aaqyoaz,observe,GREEDY,1,1,3,0,correct_observe
S5_003,S5,baseline_weighted_heuristic,ZTF26aaqyoaz,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S5_003,S5,qwen3_only,ZTF26aaqyoaz,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S5_003,S5,qwen3_framework,ZTF26aaqyoaz,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S5_004,S5,baseline_rule_priority,ZTF26aaqylfp,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S5_004,S5,baseline_rule_deadline,ZTF26aaqylfp,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S5_004,S5,baseline_greedy,ZTF26aaqylfp,observe,GREEDY,1,1,3,0,correct_observe
S5_004,S5,baseline_weighted_heuristic,ZTF26aaqylfp,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S5_004,S5,qwen3_only,ZTF26aaqylfp,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S5_004,S5,qwen3_framework,ZTF26aaqylfp,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S5_005,S5,baseline_rule_priority,ZTF26aaqymux,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S5_005,S5,baseline_rule_deadline,ZTF26aaqymux,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S5_005,S5,baseline_greedy,ZTF26aaqymux,observe,GREEDY,1,1,3,0,correct_observe
S5_005,S5,baseline_weighted_heuristic,ZTF26aaqymux,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S5_005,S5,qwen3_only,ZTF26aaqymux,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S5_005,S5,qwen3_framework,ZTF26aaqymux,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S5_006,S5,baseline_rule_priority,ZTF26aaqyutd,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S5_006,S5,baseline_rule_deadline,ZTF26aaqyutd,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S5_006,S5,baseline_greedy,ZTF26aaqyutd,observe,GREEDY,1,1,3,0,correct_observe
S5_006,S5,baseline_weighted_heuristic,ZTF26aaqyutd,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S5_006,S5,qwen3_only,ZTF26aaqymlj,observe,URGENT_TRANSIENT,1,0,0,0,priority_violation
S5_006,S5,qwen3_framework,ZTF26aaqymlj,observe,BEST_BALANCED_CHOICE|AUDIT:suboptimal_choice,1,0,0,0,priority_violation
S5_007,S5,baseline_rule_priority,ZTF26aaqynsc,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S5_007,S5,baseline_rule_deadline,ZTF26aaqynsc,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S5_007,S5,baseline_greedy,ZTF26aaqynsc,observe,GREEDY,1,1,3,0,correct_observe
S5_007,S5,baseline_weighted_heuristic,ZTF26aaqynsc,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S5_007,S5,qwen3_only,ZTF26aaqynsc,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S5_007,S5,qwen3_framework,ZTF26aaqynsc,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S5_008,S5,baseline_rule_priority,ZTF26aaqymvj,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S5_008,S5,baseline_rule_deadline,ZTF26aaqymvj,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S5_008,S5,baseline_greedy,ZTF26aaqymvj,observe,GREEDY,1,1,3,0,correct_observe
S5_008,S5,baseline_weighted_heuristic,ZTF26aaqymvj,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S5_008,S5,qwen3_only,ZTF26aaqymvj,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S5_008,S5,qwen3_framework,ZTF26aaqymvj,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S5_009,S5,baseline_rule_priority,ZTF26aaqymsp,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S5_009,S5,baseline_rule_deadline,ZTF26aaqymsp,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S5_009,S5,baseline_greedy,ZTF26aaqymsp,observe,GREEDY,1,1,3,0,correct_observe
S5_009,S5,baseline_weighted_heuristic,ZTF26aaqymsp,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S5_009,S5,qwen3_only,ZTF26aaqylak,observe,URGENT_TRANSIENT,1,0,0,0,priority_violation
S5_009,S5,qwen3_framework,ZTF26aaqylak,observe,BEST_BALANCED_CHOICE|AUDIT:suboptimal_choice,1,0,0,0,priority_violation
S5_010,S5,baseline_rule_priority,ZTF26aaqymvy,observe,RULE_PRIORITY,1,1,3,0,correct_observe
S5_010,S5,baseline_rule_deadline,ZTF26aaqymvy,observe,RULE_DEADLINE,1,1,3,0,correct_observe
S5_010,S5,baseline_greedy,ZTF26aaqymvy,observe,GREEDY,1,1,3,0,correct_observe
S5_010,S5,baseline_weighted_heuristic,ZTF26aaqymvy,observe,WEIGHTED_HEURISTIC,1,1,3,0,correct_observe
S5_010,S5,qwen3_only,ZTF26aaqymvy,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S5_010,S5,qwen3_framework,ZTF26aaqymvy,observe,URGENT_TRANSIENT,1,1,3,0,correct_observe
S6_001,S6,baseline_rule_priority,,wait,RULE_PRIORITY_WAIT,1,1,3,1,valid_wait
S6_001,S6,baseline_rule_deadline,,wait,RULE_DEADLINE_WAIT,1,1,3,1,valid_wait
S6_001,S6,baseline_greedy,,wait,GREEDY_WAIT,1,1,3,1,valid_wait
S6_001,S6,baseline_weighted_heuristic,,wait,WEIGHTED_HEURISTIC_WAIT,1,1,3,1,valid_wait
S6_001,S6,qwen3_only,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_001,S6,qwen3_framework,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_002,S6,baseline_rule_priority,,wait,RULE_PRIORITY_WAIT,1,1,3,1,valid_wait
S6_002,S6,baseline_rule_deadline,,wait,RULE_DEADLINE_WAIT,1,1,3,1,valid_wait
S6_002,S6,baseline_greedy,,wait,GREEDY_WAIT,1,1,3,1,valid_wait
S6_002,S6,baseline_weighted_heuristic,,wait,WEIGHTED_HEURISTIC_WAIT,1,1,3,1,valid_wait
S6_002,S6,qwen3_only,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_002,S6,qwen3_framework,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_003,S6,baseline_rule_priority,,wait,RULE_PRIORITY_WAIT,1,1,3,1,valid_wait
S6_003,S6,baseline_rule_deadline,,wait,RULE_DEADLINE_WAIT,1,1,3,1,valid_wait
S6_003,S6,baseline_greedy,,wait,GREEDY_WAIT,1,1,3,1,valid_wait
S6_003,S6,baseline_weighted_heuristic,,wait,WEIGHTED_HEURISTIC_WAIT,1,1,3,1,valid_wait
S6_003,S6,qwen3_only,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_003,S6,qwen3_framework,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_004,S6,baseline_rule_priority,,wait,RULE_PRIORITY_WAIT,1,1,3,1,valid_wait
S6_004,S6,baseline_rule_deadline,,wait,RULE_DEADLINE_WAIT,1,1,3,1,valid_wait
S6_004,S6,baseline_greedy,,wait,GREEDY_WAIT,1,1,3,1,valid_wait
S6_004,S6,baseline_weighted_heuristic,,wait,WEIGHTED_HEURISTIC_WAIT,1,1,3,1,valid_wait
S6_004,S6,qwen3_only,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_004,S6,qwen3_framework,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_005,S6,baseline_rule_priority,,wait,RULE_PRIORITY_WAIT,1,1,3,1,valid_wait
S6_005,S6,baseline_rule_deadline,,wait,RULE_DEADLINE_WAIT,1,1,3,1,valid_wait
S6_005,S6,baseline_greedy,,wait,GREEDY_WAIT,1,1,3,1,valid_wait
S6_005,S6,baseline_weighted_heuristic,,wait,WEIGHTED_HEURISTIC_WAIT,1,1,3,1,valid_wait
S6_005,S6,qwen3_only,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_005,S6,qwen3_framework,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_006,S6,baseline_rule_priority,,wait,RULE_PRIORITY_WAIT,1,1,3,1,valid_wait
S6_006,S6,baseline_rule_deadline,,wait,RULE_DEADLINE_WAIT,1,1,3,1,valid_wait
S6_006,S6,baseline_greedy,,wait,GREEDY_WAIT,1,1,3,1,valid_wait
S6_006,S6,baseline_weighted_heuristic,,wait,WEIGHTED_HEURISTIC_WAIT,1,1,3,1,valid_wait
S6_006,S6,qwen3_only,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_006,S6,qwen3_framework,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_007,S6,baseline_rule_priority,,wait,RULE_PRIORITY_WAIT,1,1,3,1,valid_wait
S6_007,S6,baseline_rule_deadline,,wait,RULE_DEADLINE_WAIT,1,1,3,1,valid_wait
S6_007,S6,baseline_greedy,,wait,GREEDY_WAIT,1,1,3,1,valid_wait
S6_007,S6,baseline_weighted_heuristic,,wait,WEIGHTED_HEURISTIC_WAIT,1,1,3,1,valid_wait
S6_007,S6,qwen3_only,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_007,S6,qwen3_framework,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_008,S6,baseline_rule_priority,,wait,RULE_PRIORITY_WAIT,1,1,3,1,valid_wait
S6_008,S6,baseline_rule_deadline,,wait,RULE_DEADLINE_WAIT,1,1,3,1,valid_wait
S6_008,S6,baseline_greedy,,wait,GREEDY_WAIT,1,1,3,1,valid_wait
S6_008,S6,baseline_weighted_heuristic,,wait,WEIGHTED_HEURISTIC_WAIT,1,1,3,1,valid_wait
S6_008,S6,qwen3_only,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_008,S6,qwen3_framework,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_009,S6,baseline_rule_priority,,wait,RULE_PRIORITY_WAIT,1,1,3,1,valid_wait
S6_009,S6,baseline_rule_deadline,,wait,RULE_DEADLINE_WAIT,1,1,3,1,valid_wait
S6_009,S6,baseline_greedy,,wait,GREEDY_WAIT,1,1,3,1,valid_wait
S6_009,S6,baseline_weighted_heuristic,,wait,WEIGHTED_HEURISTIC_WAIT,1,1,3,1,valid_wait
S6_009,S6,qwen3_only,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_009,S6,qwen3_framework,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_010,S6,baseline_rule_priority,,wait,RULE_PRIORITY_WAIT,1,1,3,1,valid_wait
S6_010,S6,baseline_rule_deadline,,wait,RULE_DEADLINE_WAIT,1,1,3,1,valid_wait
S6_010,S6,baseline_greedy,,wait,GREEDY_WAIT,1,1,3,1,valid_wait
S6_010,S6,baseline_weighted_heuristic,,wait,WEIGHTED_HEURISTIC_WAIT,1,1,3,1,valid_wait
S6_010,S6,qwen3_only,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
S6_010,S6,qwen3_framework,,wait,INSTRUMENT_ABNORMAL,1,1,3,1,valid_wait
